action,total_yield,cash,trades,parameters,global
CPB,"0,97818510078",978.18510078,"{'2023-06-07': {'gain': 0.9781851, 'date': datetime.date(2023, 6, 5), 'type': 'SL'}}","{'before_earning': 5, 'note': 0.22, 'TP': 0.05, 'further_day': 5}","{'trade': 1, 'duree': 2, 'plus': 0, 'yield': 0.9781851}"
CPB,,,,,
CPB,,,,,
CPB,,,,,
CPB,,,,,
CPF,,,,,
CPF,,,,,
CPF,,,,,
CPF,,,,,
CPF,,,,,
CPF,,,,,
CPK,,,,,
CPK,,,,,
CPK,,,,,
CPK,,,,,
CPK,,,,,
CPK,,,,,
CPLP,,,,,
CPLP,,,,,
CPLP,,,,,
CPLP,,,,,
CPLP,,,,,
CPLP,,,,,
CPRI,,,,,
CPRI,,,,,
CPRI,,,,,
CPRI,,,,,
CPRI,,,,,
CPRI,,,,,
CPRT,,,,,
CPRT,,,,,
CPRT,,,,,
CPRT,,,,,
CPRT,,,,,
CPRT,,,,,
CPRX,,,,,
CPRX,,,,,
CPRX,,,,,
CPRX,,,,,
CPRX,,,,,
CPRX,,,,,
CPS,,,,,
CPS,,,,,
CPS,,,,,
CPS,,,,,
CPS,,,,,
CPS,,,,,
CPTN,,,,,
CPTN,,,,,
CPTN,,,,,
CPTN,,,,,
CPTN,,,,,
CPTN,,,,,
CRAI,,,,,
CRAI,,,,,
CRAI,,,,,
CRAI,,,,,
CRAI,,,,,
CRAI,,,,,
CRBP,,,,,
CRBP,,,,,
CRBP,,,,,
CRBP,,,,,
CRBP,,,,,
CRBP,,,,,
CRBU,,,,,
CRBU,,,,,
CRBU,,,,,
CRBU,,,,,
CRBU,,,,,
CRBU,,,,,
CRGO,,,,,
CRGO,,,,,
CRGO,,,,,
CRGO,,,,,
CRGO,,,,,
CRGO,,,,,
CRH,,,,,
CRH,,,,,
CRH,,,,,
CRH,,,,,
CRH,,,,,
CRH,,,,,
CRI,,,,,
CRI,,,,,
CRI,,,,,
CRI,,,,,
CRI,,,,,
CRI,,,,,
CRIS,,,,,
CRIS,,,,,
CRIS,,,,,
CRIS,,,,,
CRIS,,,,,
CRIS,,,,,
CRK,,,,,
CRK,,,,,
CRK,,,,,
CRK,,,,,
CRK,,,,,
CRK,,,,,
CRL,,,,,
CRL,,,,,
CRL,,,,,
CRL,,,,,
CRL,,,,,
CRL,,,,,
CRM,,,,,
CRM,,,,,
CRM,,,,,
CRM,,,,,
CRM,,,,,
CRM,,,,,
CRMD,,,,,
CRMD,,,,,
CRMD,,,,,
CRMD,,,,,
CRMD,,,,,
CRMD,,,,,
CRMT,,,,,
CRMT,,,,,
CRMT,,,,,
CRMT,,,,,
CRMT,,,,,
CRMT,,,,,
CRNC,,,,,
CRNC,,,,,
CRNC,,,,,
CRNC,,,,,
CRNC,,,,,
CRNC,,,,,
CRNT,,,,,
CRNT,,,,,
CRNT,,,,,
CRNT,,,,,
CRNT,,,,,
CRNT,,,,,
CRNX,,,,,
CRNX,,,,,
CRNX,,,,,
CRNX,,,,,
CRNX,,,,,
CRNX,,,,,
CRON,,,,,
CRON,,,,,
CRON,,,,,
CRON,,,,,
CRON,,,,,
CRON,,,,,
CROX,"0,9784499247",978.4499247,"{'2023-04-27': {'gain': 0.97844992, 'date': datetime.date(2023, 4, 24), 'type': 'SL'}}","{'before_earning': 5, 'note': 0.22, 'TP': 0.05, 'further_day': 5}","{'trade': 1, 'duree': 3, 'plus': 0, 'yield': 0.97844992}"
CROX,,,,,
CROX,,,,,
CROX,"1,1159248371",1115.9248370999999,"{'2024-02-15': {'gain': 1.11592484, 'date': datetime.date(2024, 2, 12), 'type': 'TP'}}","[{'TP': 0.09, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.09, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.09, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.09, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.09, 'note': 0.28, 'before_earning': 3, 'further_day': 3}, {'TP': 0.09, 'note': 0.3, 'before_earning': 3, 'further_day': 3}, {'TP': 0.1, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.1, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.1, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.1, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.1, 'note': 0.28, 'before_earning': 3, 'further_day': 3}, {'TP': 0.1, 'note': 0.3, 'before_earning': 3, 'further_day': 3}, {'TP': 0.09, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.09, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.09, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.09, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.09, 'note': 0.28, 'before_earning': 5, 'further_day': 3}, {'TP': 0.09, 'note': 0.3, 'before_earning': 5, 'further_day': 3}, {'TP': 0.1, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.1, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.1, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.1, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.1, 'note': 0.28, 'before_earning': 5, 'further_day': 3}, {'TP': 0.1, 'note': 0.3, 'before_earning': 5, 'further_day': 3}, {'TP': 0.09, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.28, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.3, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.28, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.3, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.3, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.3, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.28, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.3, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.28, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.3, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.28, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.3, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.3, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.28, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.3, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.28, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.3, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.28, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.3, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.28, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.3, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.28, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.3, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.28, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.3, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.3, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.3, 'before_earning': 5, 'further_day': 5}]","{'trade': 1, 'duree': 3, 'plus': 1, 'yield': 1.11592484}"
CROX,,,,,
CROX,"1,0632927723999999",1063.2927723999999,"{'2024-08-01': {'gain': 1.0632927699999999, 'date': datetime.date(2024, 7, 29), 'type': 'TP'}}","[{'TP': 0.06, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.28, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.3, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.28, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.3, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.28, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.3, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.3, 'before_earning': 5, 'further_day': 5}]","{'trade': 1, 'duree': 3, 'plus': 1, 'yield': 1.0632927699999999}"
CRS,,,,,
CRS,,,,,
CRS,,,,,
CRS,"0,9520119695199999",952.0119695199999,"{'2024-01-25': {'gain': 0.95201197, 'date': datetime.date(2024, 1, 22), 'type': 'SL'}}","{'before_earning': 3, 'note': 0.2, 'TP': 0.07, 'further_day': 5}","{'trade': 1, 'duree': 3, 'plus': 0, 'yield': 0.95201197}"
CRS,"1,10305040071",1103.0504007099998,"{'2024-05-01': {'gain': 1.1030504, 'date': datetime.date(2024, 4, 29), 'type': 'TP'}}","[{'TP': 0.08, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.28, 'before_earning': 3, 'further_day': 3}, {'TP': 0.09, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.09, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.09, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.09, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.09, 'note': 0.28, 'before_earning': 3, 'further_day': 3}, {'TP': 0.1, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.1, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.1, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.1, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.1, 'note': 0.28, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.28, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.28, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.28, 'before_earning': 3, 'further_day': 5}, {'TP': 0.04, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.04, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.04, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.04, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.04, 'note': 0.28, 'before_earning': 3, 'further_day': 3}, {'TP': 0.05, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.05, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.05, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.05, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.05, 'note': 0.28, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.28, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.28, 'before_earning': 3, 'further_day': 3}, {'TP': 0.04, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.04, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.04, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.04, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.04, 'note': 0.28, 'before_earning': 3, 'further_day': 5}, {'TP': 0.05, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.05, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.05, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.05, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.05, 'note': 0.28, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.28, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.28, 'before_earning': 3, 'further_day': 5}]","{'trade': 1, 'duree': 2, 'plus': 1, 'yield': 1.1030504}"
